[0.001956457293368848, 4.251951683631964e-07, 1.1652958750393498e-10, 1.3656729617365583e-10, 3.203718308640616e-20, 1.0663658506423331e-13, -2.0098148133161083e-19]
[0.0025070396211498472, 5.8529167120902556e-06, 2.795378803795248e-09, 1.4288482661316918e-09, 2.3727585896367867e-17, 3.837265769097543e-12, 7.580711956347925e-17]
[0.0021353865896602438, 2.191194087903727e-06, 1.8844731365979804e-09, 5.675626071179697e-10, 1.7301634887172304e-18, 8.393728139945132e-13, -2.283923045730774e-19]
[0.0021798611790155597, 2.518994070331237e-06, 2.1733705485629785e-09, 5.854898230685119e-10, 5.895721694081588e-19, -5.262398727725651e-15, -1.0255750800974105e-18]
[0.0015656167690610487, 6.417956175888347e-07, 1.5996442489531446e-09, 2.0018556729731964e-10, 4.674617614863166e-19, 1.7335077792393547e-13, -2.6468424162243437e-19]
[0.00196749158421745, 1.6437441851699685e-06, 8.309226114184549e-10, 2.572945687407126e-10, 3.838514538563174e-19, 2.1437094396106239e-13, -2.5054400899250205e-19]
[0.0014618398719915516, 8.282708641802578e-07, 1.4899696282802458e-09, 7.841080547889961e-10, 8.547597899973873e-18, 8.999275580384868e-13, 1.7890129502814564e-19]
[0.0018010819250094733, 1.391730852953216e-06, 3.2750909415680385e-09, 7.528063615007998e-10, 3.3913978998245074e-18, 8.835405591214358e-13, -4.9291865015259624e-18]
[0.0014066451971036105, 8.268934713381146e-07, 1.5664378851559388e-10, 6.302935487893888e-11, -6.145633938520361e-22, 4.8637229166697406e-14, 2.801755582384566e-20]
[0.0015227548480612934, 9.294323702786721e-07, 1.4526117157926887e-09, 7.45421016001822e-10, 3.579578394308401e-18, 1.2297502387037235e-12, 7.539260823032624e-19]
