[1.6907354198171497e-07, 1.8289461507680554e-13, 3.155932676742214e-20, 1.0593381714702098e-18, 7.114588914744407e-37, 1.5416479655670536e-24, 1.6674741230808078e-35]
[7.108106908443947e-07, 1.7005804635573186e-11, 5.760698791593991e-16, 9.840879712515647e-17, 7.122559766394959e-32, 2.1229043505972617e-21, 4.988312127126439e-30]
[3.90146985792365e-07, 3.6267145453702315e-12, 9.428223541483698e-18, 1.1344775975119986e-18, 9.198300880733132e-35, 5.486604327501842e-24, 2.039798647518429e-35]
[3.594057949558415e-07, 3.0436104983074177e-12, 6.791163102608965e-18, 5.802439009298836e-18, 9.759614719089955e-34, 4.1413260199467115e-23, 1.5404417882416772e-34]
[1.2666090659374463e-07, 3.5231483101344745e-13, 3.2867316045695716e-18, 7.3600370661042795e-19, 2.1007680071589189e-35, 2.8029541258935457e-24, 2.6038035392950313e-35]
[3.445666036702145e-07, 2.3039082462357497e-12, 1.5791326866911168e-18, 8.928760245938443e-19, 3.0278081306666005e-35, 6.5432289973672695e-24, 4.187303635214159e-35]
[1.6252475756286173e-07, 5.856895206573104e-13, 1.151086188759661e-17, 6.982472013439478e-18, 2.8662041648756743e-32, 2.8895523353449926e-23, 1.9814935260459004e-34]
[2.3246388536890322e-07, 1.390617975651439e-12, 1.6230962440593696e-17, 8.469886594630395e-18, 1.788845025195509e-33, 6.705537994378261e-23, 6.254992860353776e-33]
[1.2199780936579076e-07, 5.184295592526354e-13, 2.582391986132978e-19, 1.0984301133175568e-19, 1.451030433653043e-36, 5.797171200289857e-26, 2.1237148885670508e-37]
[1.60341624169132e-07, 6.932632700605505e-13, 1.506737609093318e-18, 1.416934692882905e-17, 2.5520313442104895e-33, 8.887448832517588e-23, 7.55864261497947e-34]
